County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages,Total Risk Score
"Alleghany County, VA",4,1,1,1,2,4,13
"Arlington County, VA",4,2,1,1,1,4,13
"Roanoke County, VA",4,1,1,1,2,4,13
"Charlottesville city, VA",4,2,1,1,1,4,13
"Emporia city, VA",4,1,1,1,1,5,13
"Fredericksburg city, VA",4,2,1,1,1,4,13
"Buena Vista city, VA",4,1,1,1,1,5,13
"Covington city, VA",4,1,1,1,1,5,13
"Lexington city, VA",4,1,1,1,1,5,13
"Winchester city, VA",4,1,1,1,1,5,13
"Danville city, VA",4,1,1,1,1,4,12
"Lynchburg city, VA",4,1,1,1,1,4,12
"Martinsville city, VA",4,1,1,1,1,4,12
"Roanoke city, VA",4,1,1,1,1,4,12
"Salem city, VA",4,1,1,1,1,4,12
"Radford city, VA",3,1,1,1,1,5,12
"Staunton city, VA",3,1,1,1,1,5,12
"Waynesboro city, VA",3,1,1,1,1,5,12
"Bristol city, VA",3,1,1,1,1,4,11
"Harrisonburg city, VA",3,1,1,1,1,4,11
"Norton city, VA",3,1,1,1,1,4,11
"Chittenden County, VT",3,4,1,1,1,4,14
"Rutland County, VT",3,4,1,1,1,3,13
"Washington County, VT",3,4,1,1,1,3,13
"Windham County, VT",3,4,1,1,1,3,13
"Windsor County, VT",3,4,1,1,1,3,13
"Addison County, VT",3,2,1,1,1,3,11
"Bennington County, VT",3,2,1,1,1,3,11
"Caledonia County, VT",3,4,1,1,1,2,12
"Grand Isle County, VT",3,4,1,1,1,1,11
"Orleans County, VT",3,2,1,1,1,2,10
"Essex County, VT",3,2,1,1,1,1,9
"Franklin County, VT",1,1,1,1,1,3,8
"Orange County, VT",3,2,1,1,1,1,9
"Lamoille County, VT",1,1,1,1,1,2,7
"Grant County, WA",4,1,5,1,9,5,25
"Benton County, WA",4,1,5,1,8,5,24
"Yakima County, WA",4,1,4,1,9,5,24
"Douglas County, WA",6,1,4,1,8,4,24
"Lincoln County, WA",4,1,4,1,8,4,22
"Okanogan County, WA",4,1,4,1,8,4,22
"Chelan County, WA",4,1,4,1,7,4,21
"Ferry County, WA",4,1,4,1,7,4,21
"Kittitas County, WA",4,1,3,1,7,4,20
"Klickitat County, WA",4,1,1,1,8,4,19
"Walla Walla County, WA",6,1,6,1,1,5,20
"Asotin County, WA",6,1,1,1,6,4,19
"Franklin County, WA",6,1,5,1,1,5,19
"Snohomish County, WA",3,2,3,4,3,4,19
"Stevens County, WA",4,1,1,1,7,4,18
"Clark County, WA",3,2,3,3,3,4,18
"Columbia County, WA",6,1,5,1,1,4,18
"Pacific County, WA",3,4,3,4,1,4,19
"Pierce County, WA",3,2,3,3,3,4,18
"Adams County, WA",4,1,4,1,1,5,16
"Cowlitz County, WA",3,2,1,4,4,4,18
"Garfield County, WA",4,1,1,1,6,4,17
"Island County, WA",3,2,3,4,1,4,17
"Lewis County, WA",4,2,1,1,5,4,17
"Pend Oreille County, WA",4,1,1,1,6,4,17
"Skamania County, WA",4,1,1,1,6,4,17
"Skagit County, WA",3,2,1,4,3,4,17
"Spokane County, WA",4,1,4,1,1,4,15
"Whitman County, WA",4,1,4,1,1,4,15
"King County, WA",3,2,1,3,3,4,16
"Whatcom County, WA",3,1,3,3,1,4,15
"Kitsap County, WA",3,2,1,4,1,4,15
"Thurston County, WA",3,2,1,4,1,4,15
"Clallam County, WA",3,1,1,4,1,4,14
"Grays Harbor County, WA",3,1,1,4,1,4,14
"Jefferson County, WA",3,1,1,4,1,4,14
"Mason County, WA",3,1,1,4,1,4,14
"Wahkiakum County, WA",3,1,1,4,1,4,14
"San Juan County, WA",3,1,1,3,1,4,13
"Douglas County, WI",3,5,3,1,3,4,19
"Bayfield County, WI",3,4,3,1,3,4,18
"Oneida County, WI",3,4,3,1,3,4,18
"Price County, WI",3,4,3,1,3,4,18
"Rock County, WI",4,5,3,1,1,4,18
"Rusk County, WI",3,4,3,1,3,4,18
"Sawyer County, WI",3,4,3,1,3,4,18
"Walworth County, WI",3,5,4,1,1,4,18
"Washburn County, WI",3,5,3,1,2,4,18
"Adams County, WI",4,4,3,1,1,4,17
"Crawford County, WI",3,5,3,1,1,4,17
"Eau Claire County, WI",4,4,3,1,1,4,17
"Forest County, WI",3,2,3,1,3,4,16
"Green County, WI",3,4,3,1,1,5,17
"Jefferson County, WI",3,5,3,1,1,4,17
"Juneau County, WI",4,4,3,1,1,4,17
"La Crosse County, WI",4,4,3,1,1,4,17
"Lafayette County, WI",3,4,3,1,1,5,17
"Milwaukee County, WI",3,5,3,1,1,4,17
"Racine County, WI",3,5,3,1,1,4,17
"Vernon County, WI",3,4,3,1,1,5,17
"Waukesha County, WI",3,5,3,1,1,4,17
"Ashland County, WI",3,4,3,1,1,4,16
"Barron County, WI",3,4,3,1,1,4,16
"Buffalo County, WI",3,4,3,1,1,4,16
"Chippewa County, WI",3,4,3,1,1,4,16
"Clark County, WI",3,4,3,1,1,4,16
"Columbia County, WI",3,4,3,1,1,4,16
"Dane County, WI",3,4,3,1,1,4,16
"Dodge County, WI",3,4,3,1,1,4,16
"Dunn County, WI",3,4,3,1,1,4,16
"Florence County, WI",3,2,3,1,2,4,15
"Fond du Lac County, WI",3,4,3,1,1,4,16
"Grant County, WI",3,4,3,1,1,4,16
"Green Lake County, WI",3,4,3,1,1,4,16
"Iowa County, WI",3,4,3,1,1,4,16
"Jackson County, WI",3,4,3,1,1,4,16
"Kenosha County, WI",3,4,3,1,1,4,16
"Lincoln County, WI",3,2,3,1,2,4,15
"Marinette County, WI",3,1,3,1,3,4,15
"Marquette County, WI",3,4,3,1,1,4,16
"Oconto County, WI",3,4,3,1,1,4,16
"Pepin County, WI",3,4,3,1,1,4,16
"Richland County, WI",3,4,3,1,1,4,16
"St. Croix County, WI",3,2,3,1,2,4,15
"Sauk County, WI",3,4,3,1,1,4,16
"Sheboygan County, WI",3,4,3,1,1,4,16
"Taylor County, WI",3,4,3,1,1,4,16
"Trempealeau County, WI",3,4,3,1,1,4,16
"Washington County, WI",3,4,3,1,1,4,16
"Burnett County, WI",3,2,3,1,1,4,14
"Door County, WI",3,2,3,1,1,4,14
"Kewaunee County, WI",3,2,3,1,1,4,14
"Langlade County, WI",3,2,3,1,1,4,14
"Monroe County, WI",3,2,3,1,1,4,14
"Ozaukee County, WI",3,2,3,1,1,4,14
"Pierce County, WI",3,2,3,1,1,4,14
"Waupaca County, WI",3,2,3,1,1,4,14
"Waushara County, WI",3,2,3,1,1,4,14
"Wood County, WI",3,2,3,1,1,4,14
"Brown County, WI",3,1,3,1,1,4,13
"Calumet County, WI",3,1,3,1,1,4,13
"Iron County, WI",3,4,1,1,2,4,15
"Manitowoc County, WI",3,1,3,1,1,4,13
"Marathon County, WI",3,1,3,1,1,4,13
"Outagamie County, WI",3,1,3,1,1,4,13
"Polk County, WI",3,1,3,1,1,4,13
"Portage County, WI",3,1,3,1,1,4,13
"Shawano County, WI",3,1,3,1,1,4,13
"Winnebago County, WI",3,1,3,1,1,4,13
"Vilas County, WI",3,2,1,1,2,4,13
"Menominee County, WI",3,1,1,1,1,4,11
"Mason County, WV",6,7,3,1,2,4,23
"Wood County, WV",4,5,4,1,2,5,21
"Gilmer County, WV",4,5,4,1,2,4,20
"Lincoln County, WV",4,5,4,1,2,4,20
"Putnam County, WV",4,5,4,1,2,4,20
"Wayne County, WV",4,5,4,1,2,4,20
"Cabell County, WV",4,4,4,1,2,4,19
"Jackson County, WV",4,5,3,1,2,4,19
"Kanawha County, WV",4,4,4,1,2,4,19
"Pleasants County, WV",4,4,4,1,2,4,19
"Ritchie County, WV",4,4,4,1,2,4,19
"Berkeley County, WV",4,2,4,1,2,4,17
"Braxton County, WV",3,4,4,1,2,4,18
"Brooke County, WV",3,4,3,1,2,5,18
"Hancock County, WV",3,4,3,1,2,5,18
"Jefferson County, WV",4,2,4,1,2,4,17
"Marion County, WV",4,4,3,1,2,4,18
"Morgan County, WV",4,2,4,1,2,4,17
"Tyler County, WV",3,4,4,1,2,4,18
"Wirt County, WV",3,4,4,1,2,4,18
"Boone County, WV",4,2,3,1,2,4,16
"Calhoun County, WV",3,4,3,1,2,4,17
"Doddridge County, WV",3,4,3,1,2,4,17
"Harrison County, WV",3,4,3,1,2,4,17
"Marshall County, WV",3,4,3,1,2,4,17
"Mineral County, WV",4,2,3,1,2,4,16
"Monongalia County, WV",3,4,3,1,2,4,17
"Nicholas County, WV",3,4,3,1,2,4,17
"Ohio County, WV",3,4,3,1,2,4,17
"Roane County, WV",3,4,3,1,2,4,17
"Barbour County, WV",3,2,3,1,2,4,15
"Fayette County, WV",3,2,3,1,2,4,15
"Grant County, WV",4,1,3,1,2,4,15
"Hardy County, WV",4,1,3,1,2,4,15
"Logan County, WV",4,5,1,1,2,4,17
"Preston County, WV",3,2,3,1,2,4,15
"Randolph County, WV",3,2,3,1,2,4,15
"Tucker County, WV",3,2,3,1,2,4,15
"Upshur County, WV",3,2,3,1,2,4,15
"Wetzel County, WV",3,2,3,1,2,4,15
"Greenbrier County, WV",3,1,3,1,2,4,14
"Hampshire County, WV",4,1,3,1,2,3,14
"Mercer County, WV",3,1,3,1,2,4,14
"Mingo County, WV",4,4,1,1,2,4,16
"Monroe County, WV",3,1,3,1,2,4,14
"Raleigh County, WV",3,1,3,1,2,4,14
"Summers County, WV",3,1,3,1,2,4,14
"Taylor County, WV",4,4,1,1,2,4,16
"Clay County, WV",3,4,1,1,2,4,15
"Pendleton County, WV",3,1,3,1,2,3,13
"Webster County, WV",3,4,1,1,2,4,15
"Lewis County, WV",3,2,1,1,2,4,13
"Pocahontas County, WV",1,1,3,1,2,3,11
"McDowell County, WV",3,1,1,1,2,4,12
"Wyoming County, WV",3,1,1,1,2,4,12
"Natrona County, WY",4,1,3,1,7,4,20
"Sheridan County, WY",6,1,4,1,6,4,22
"Fremont County, WY",4,1,3,1,6,4,19
"Park County, WY",4,1,3,1,6,4,19
"Platte County, WY",6,1,3,1,6,4,21
"Big Horn County, WY",4,1,3,1,6,4,19
"Niobrara County, WY",6,1,4,1,4,4,20
"Washakie County, WY",4,1,3,1,6,4,19
"Albany County, WY",3,1,3,1,6,4,18
"Converse County, WY",6,1,1,1,6,4,19
"Crook County, WY",4,1,1,1,7,4,18
"Hot Springs County, WY",6,1,3,1,4,4,19
"Johnson County, WY",4,1,1,1,7,4,18
"Campbell County, WY",4,1,1,1,6,4,17
"Carbon County, WY",3,1,1,1,7,4,17
"Goshen County, WY",6,1,4,1,2,4,18
"Weston County, WY",4,1,1,1,6,4,17
"Sweetwater County, WY",3,1,1,1,6,4,16
"Laramie County, WY",3,1,3,1,3,4,15
"Lincoln County, WY",3,1,1,1,6,4,16
"Sublette County, WY",3,1,1,1,6,4,16
"Teton County, WY",3,1,1,1,6,4,16
"Uinta County, WY",3,1,1,1,4,4,14
